era,estimate,ci_lower,ci_upper,model
industrial_1760_1840,0.3216601815823606,0.18997399500861373,0.4551156895248268,original
post_1840,0.16862326574172892,0.10278716544492036,0.25749396729693885,original
pre_1760,0.3022284122562674,0.14359119141727836,0.47870700020528456,original
industrial_1760_1840,0.3411154345006485,0.20457715567694107,0.47447972371832275,haiku45
post_1840,0.17395944503735325,0.10692391136759102,0.2645069422456203,haiku45
pre_1760,0.3231197771587744,0.16205843957921418,0.48875268015288514,haiku45
industrial_1760_1840,0.3035019455252918,0.17928396407977648,0.42820136852394913,gemini25flash
post_1840,0.17395944503735325,0.11080479494131235,0.26352567567567564,gemini25flash
pre_1760,0.3342618384401114,0.17493387372013652,0.5018305201992252,gemini25flash
